iter	RMSE
483	0.01377171694
484	0.01373723052
485	0.01370651976
486	0.01368123434
487	0.013640975
488	0.0136336989
489	0.01360898866
490	0.01359568542
491	0.01356731894
492	0.01351604196
493	0.01349072464
494	0.01345986081
495	0.0134534335
496	0.01343576308
497	0.01337053176
498	0.01335855404
499	0.01331696621
500	0.01330108722
501	0.01327325694
502	0.01324385755
503	0.01319834084
504	0.01316452066
505	0.01316031802
506	0.01315081306
507	0.01312850355
508	0.01308945293
509	0.01302346275
510	0.01301365452
511	0.01297468985
512	0.01296707103
513	0.01294964878
514	0.01292753159
515	0.01290523185
516	0.01283839086
517	0.01281764715
518	0.01278350362
519	0.01275985649
520	0.01274258501
521	0.0127340789
522	0.01272903415
523	0.01272043465
524	0.01267685523
525	0.0126448534
526	0.01263793571
527	0.01262340228
528	0.01259770809
529	0.01258435559
530	0.01254637008
531	0.01247438738
532	0.01246443244
533	0.01244624414
534	0.0124400822
535	0.01243268748
536	0.01241226178
537	0.01237783999
538	0.01233111613
539	0.01232097891
540	0.01231210083
541	0.01227927242
542	0.01224915241
543	0.01224111066
544	0.01221221146
545	0.01218210052
546	0.01215689913
547	0.01215062907
548	0.01214509617
549	0.01208293664
550	0.01203129651
551	0.01202777433
552	0.011998385
553	0.01198269557
554	0.01194421055
555	0.01192003028
556	0.01188447097
557	0.01187218505
558	0.01186716161
559	0.01184219887
560	0.0118159955
561	0.01179562058
562	0.0117870176
563	0.01175971374
564	0.01174124816
565	0.01173293324
566	0.01169835808
567	0.01169017265
568	0.01162886618
569	0.01159812218
570	0.01157157081
571	0.01156724081
572	0.01152149924
573	0.01151235218
574	0.01147947318
575	0.01147148263
576	0.01146793436
577	0.01143463746
578	0.0114313842
579	0.01136741579
580	0.01135353215
581	0.01134367241
582	0.01133295989
583	0.01131938182
584	0.01131616188
585	0.01130243581
586	0.01125152576
587	0.01122231611
588	0.01119907832
589	0.01118883314
590	0.01115289483
591	0.01114508706
592	0.01114158456
593	0.01113145412
594	0.01112728138
595	0.01111056014
596	0.01108962814
597	0.01106325119
598	0.0110339612
599	0.0110230739
600	0.01100355793
601	0.01097407385
602	0.01093766766
603	0.01090420413
604	0.01087082988
605	0.01083472153
606	0.01079959769
607	0.01076615936
608	0.01075453719
609	0.01069405908
610	0.01068949864
611	0.01065309116
612	0.01062888084
613	0.01059395316
614	0.01058992751
615	0.01056241036
616	0.01055755312
617	0.01054532418
618	0.01050655028
619	0.01048112775
620	0.01043238724
621	0.0103930428
622	0.01038336809
623	0.01037147885
624	0.01033002315
625	0.01031224907
626	0.01027549906
627	0.01025730742
628	0.01024832378
629	0.01022603326
630	0.01019183398
631	0.01014361607
632	0.01009215324
633	0.01008538291
634	0.01008106698
635	0.01003954291
636	0.01003501376
637	0.01000821067
638	0.009984319609
639	0.009977839335
640	0.009975359353
641	0.009948101138
642	0.009906708125
643	0.009884652965
644	0.009875118982
645	0.009825483915
646	0.009792319139
647	0.009785333613
648	0.009777576928
649	0.009756696008
650	0.009749155979
651	0.00973841986
652	0.009727181649
653	0.009700334494
654	0.009666834536
655	0.009622279891
656	0.009607327214
657	0.00957884185
658	0.009561194702
659	0.009542604226
660	0.009525614182
661	0.009514610334
662	0.009509935475
663	0.009483227979
664	0.0094658406
665	0.009426852421
666	0.009417660994
667	0.009394343209
668	0.009375376859
669	0.009346284885
670	0.009306699235
671	0.009269727052
672	0.009255141694
673	0.009241545336
674	0.009234700208
675	0.009231129852
676	0.009205662491
677	0.009189190355
678	0.009181116106
679	0.009163017048
680	0.00915554323
681	0.009144190198
682	0.009106000939
683	0.009100519268
684	0.009091034545
685	0.009085149139
686	0.00908014375
687	0.009072585706
688	0.00906392208
689	0.009055848312
690	0.009029716336
691	0.0090169918
692	0.008985488153
693	0.008955241708
694	0.008949155209
695	0.008935982182
696	0.008927130088
697	0.008918749307
698	0.00891056579
699	0.008890841445
700	0.008867121316
701	0.008826591461
702	0.00879373198
703	0.008777300019
704	0.008743088813
705	0.008726336378
706	0.008704807179
707	0.008698978494
708	0.008681352719
709	0.00866692114
710	0.008662112242
711	0.008631135896
712	0.008622421927
713	0.008588284651
714	0.008563242307
715	0.008557824707
716	0.008551339221
717	0.008498998929
718	0.008463617396
719	0.008449509182
720	0.008437228688
721	0.008432583391
722	0.008389956803
723	0.008374601022
724	0.008366863043
725	0.008330101795
726	0.008314046266
727	0.008293856588
728	0.008252300156
729	0.008226586406
730	0.008197683243
731	0.008190188025
732	0.008179880269
733	0.008169953469
734	0.0081529734
735	0.008150171578
736	0.008130790541
737	0.008098413828
738	0.008084823333
739	0.008059921096
740	0.008056391317
741	0.008034936985
742	0.007994371669
743	0.007978077368
744	0.007959699601
745	0.007952323523
746	0.007938188406
747	0.007921920417
748	0.00791514435
749	0.00790448173
750	0.007892348556
751	0.007883378755
752	0.007860226094
753	0.007823975238
754	0.007821498741
755	0.007784800189
756	0.007766625835
757	0.007752631775
758	0.007725830286
759	0.007709215737
760	0.007679554718
761	0.007667880873
762	0.007664274743
763	0.007646645008
764	0.007637385243
765	0.00762808215
766	0.007618223689
767	0.007611504928
768	0.007582848385
769	0.007573087035
770	0.007563720251
771	0.007558112658
772	0.007534211746
773	0.007491404129
774	0.007487433727
775	0.007477071183
776	0.007468749415
777	0.007436484093
778	0.007415941969
779	0.007379327845
780	0.007364917112
781	0.00733557036
782	0.007307967607
783	0.007293138794
784	0.007288254704
785	0.007267134654
786	0.007260470031
787	0.007237759996
788	0.007227689367
789	0.007212602349
790	0.007200046519
791	0.007188564861
792	0.007181875403
793	0.007178449551
794	0.007162952246
795	0.007158655409
796	0.007126962526
797	0.007102221408
798	0.007083326432
799	0.007075864223
800	0.00704142267
801	0.007034907487
802	0.00702692037
803	0.007013262482
804	0.00699560258
805	0.006990062517
806	0.006978044131
807	0.006971740763
808	0.00696680817
809	0.00694171796
810	0.006915070886
811	0.006893674035
812	0.006887608269
813	0.006868281626
814	0.006861231812
815	0.006852657959
816	0.006833104343
817	0.00681783949
818	0.006810775973
819	0.006805667616
820	0.006778412898
821	0.006762502004
822	0.006748917755
823	0.006730068452
824	0.0067232046
825	0.006713654914
826	0.006703099596
827	0.006697370196
828	0.006676312699
829	0.00667232932
830	0.006653676311
831	0.006648925158
832	0.006644173917
833	0.00661941661
834	0.006601902643
835	0.006594036827
836	0.006563224418
837	0.006557092587
838	0.006546629403
839	0.006534922625
840	0.006530106842
841	0.006526773443
842	0.006517618602
843	0.006515525301
844	0.006513384858
845	0.006481152061
846	0.00646881038
847	0.006458367655
848	0.006446119409
849	0.006434227241
850	0.006419074814
851	0.006403453734
852	0.006398456489
853	0.006377377817
854	0.006366528839
855	0.006362443268
856	0.006352449185
857	0.006336970836
858	0.006328911642
859	0.006313843676
860	0.006295319371
861	0.006282132842
862	0.006268502584
863	0.006262585326
864	0.006256686795
865	0.00625045125
866	0.006242543925
867	0.006225304584
868	0.006210996041
869	0.006192344573
870	0.006180162291
871	0.006175226858
872	0.006165843664
873	0.006161570022
874	0.006151024251
875	0.00614307389
876	0.006135951773
877	0.006113573404
878	0.006107653438
879	0.006084755156
880	0.006074444599
881	0.00605750899
882	0.006030154228
883	0.006026590792
884	0.006015274488
885	0.006007621614
886	0.00600175941
887	0.005996488188
888	0.00599003039
889	0.005974480381
890	0.005959814284
891	0.005946159975
892	0.005939161758
893	0.005925465435
894	0.005920465462
895	0.005916483849
896	0.005905614821
897	0.005898395524
898	0.005885622209
899	0.005880913039
900	0.005866598953
901	0.005858432005
902	0.005853593373
903	0.00584841987
904	0.00582773454
905	0.005809323089
906	0.005788395313
907	0.005773981183
908	0.005770320213
909	0.005763312311
910	0.005756406026
911	0.005745654511
912	0.005725264606
913	0.00572202841
914	0.00571441683
915	0.005700321743
916	0.005694522022
917	0.005674428922
918	0.005666389036
919	0.005658310818
920	0.005648213244
921	0.005634969049
922	0.005630263179
923	0.005615754943
924	0.005611743654
925	0.005607575679
926	0.005604976898
927	0.005597306521
928	0.005592180981
929	0.005582828016
930	0.005579785082
931	0.005566610554
932	0.005559692809
933	0.005546311209
934	0.005541431481
935	0.0055290161
936	0.005520732363
937	0.005517316628
938	0.005508501654
939	0.005505693178
940	0.005482249171
941	0.005474062715
942	0.005469946761
943	0.005464156583
944	0.005447987961
945	0.005441713332
946	0.005430472856
947	0.00542493229
948	0.005422395405
949	0.00541078494
950	0.005406143111
951	0.005404521637
952	0.005388970144
953	0.005380748466
954	0.005370463247
955	0.005352973531
956	0.005335211137
957	0.005332947272
958	0.005323205948
959	0.005319326966
960	0.005308986193
961	0.00529578698
962	0.005282112036
963	0.005276397046
964	0.005266452434
965	0.005256520992
966	0.005243819644
967	0.005241551626
968	0.005220867736
969	0.005215581539
970	0.005200770391
971	0.005185697867
972	0.005167327303
973	0.005162286682
974	0.005157717429
975	0.005154513746
976	0.005149269963
977	0.005135816479
978	0.005129760455
979	0.00512379651
980	0.00511009532
981	0.005098712289
982	0.005079101978
983	0.00507199089
984	0.005055334176
985	0.005049474952
986	0.005039934595
987	0.005035206372
988	0.005031757333
989	0.005029315177
990	0.00501726035
991	0.005009645559
992	0.005002199484
993	0.004997977763
994	0.004988051023
995	0.004974240616
996	0.004969726181
997	0.00495262667
998	0.004945987093
999	0.004936303348
